gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,roa_trend,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score
101942,8.55757507017892,9.235229155162894,13.98128416566293,53.631983693134444,11.553784860557768,1.2136648696226207,0.12157187557518866,1.6228142830848518,HENKEL AG & CO KGAA,-0.5473890250484145,5,Strong Performers,73.86149007005713,87.62076238184697,79.04299936388463,93.04633373754798,91.74870842640668,93.64246595752144,48.40776764615193,56.37338187814704
281772,8.517548002884906,12.012117010534565,14.185438749484097,45.20224314711195,13.353791417567585,1.6134851163824717,0.4141274697451509,2.091015226641348,SYMRISE AG,-0.0907094473532792,5,Strong Performers,68.56910405660732,74.90550111398781,91.52897715221314,97.45376282220268,86.18173994300483,97.06697516504074,50.89788857933544,52.15411812766076
101390,8.480072526936084,10.810068649885583,8.195726898968795,54.18548224034508,4.5022578688414105,1.9715157680569684,0.034324942791762014,2.6250800915331807,KSB SE & CO KGAA,0.49095135967911474,5,Strong Performers,60.889926750438384,86.04569751921252,95.80841962558647,91.77093770449207,85.2911467179411,98.88616100530454,49.372991843678896,50.74220397446706
218000,8.452944783618936,9.475840251911569,13.181906582528743,39.989800920785065,7.518011950309512,2.257210994682095,0.4830585513210467,1.8118733319657578,JENOPTIK AG,-0.017698382597963393,5,Strong Performers,61.91413272425266,66.81843912451497,86.27593777811701,98.52225896987467,94.72171462005791,95.01049090623303,49.513489531429876,47.98156681159153
328745,8.414811732889536,14.614121510673234,10.117558779389695,50.96298149074537,10.18009004502251,1.6347721098702084,0.7257799671592775,3.1573070607553366,KNORR-BREMSE AKTIE,-1.5942353292564566,5,Strong Performers,57.03533692148489,85.93342961609042,92.24648597386533,97.67648722445728,96.23792783216632,94.9300613563082,49.403709303058406,49.76846941425777
205865,8.095577746077034,3.8694992412746583,11.587544665645739,42.700357325165896,25.370086778968865,0.8961424332344213,1.507587253414264,4.254931714719271,PROSIEBENSAT.1 MEDIA SE,-1.1919391867484306,5,Strong Performers,43.037608251166795,72.03780517329719,70.35242050936135,86.3133144202679,56.74642077775777,87.26400282326343,53.23716908855614,40.25393577715295
103269,7.90256763440292,14.410060644031915,7.011932035466742,50.197628015445574,6.192033116540652,1.3366467092393541,0.049201074461962445,2.47148575276343,KRONES AG,-0.23560343091336272,5,Strong Performers,71.814148956431,80.55448417131888,82.69049608846777,91.9871575374207,90.45318843961672,99.94183303457613,47.18939409114496,54.035272170578246
103533,7.851335805146843,11.458533968350013,12.85087197651675,77.84760375116312,24.734619101827708,3.2842451500975245,1.2955293898785056,3.077364236058587,SIXT SE,0.27199129950962936,5,Strong Performers,36.25956377174535,56.221775768993034,59.19340241441843,89.2579139464728,58.014380731435,95.51402547921418,60.464092470361095,34.67397205714403
100373,7.680347008313294,9.287812041116007,13.512468222187636,63.83767492536047,9.002023403562887,1.2676099025996392,0.3571686990572262,1.9845974589797613,HEIDELBERG MATERIALS AG,0.29976659766120317,5,Strong Performers,62.518539082663004,79.65271105800605,80.62270633617402,96.57959803363502,99.73829005052326,96.27777953459649,50.63965461662978,50.59591764802992
326410,7.265469818044684,3.491385746894061,14.53373731070942,36.96912151651939,0.503462628073934,2.5241624187605054,0.06444747840898461,1.3341176605726643,1&1 AG,-0.8882759190176527,5,Strong Performers,51.53679946365672,61.615872063351276,78.22791731555489,92.20928777953165,74.2184569702917,91.59137542186416,44.603268171092026,42.158822976086114
213037,6.840769104325867,7.69974037442853,7.161953876463089,55.52335148916444,5.9882952833468535,1.6556608541009448,0.7756941149147795,2.5902761550184,INDUS HOLDING AG,-0.21267294207758364,5,Strong Performers,77.89072622742414,83.47996292682389,92.95603875841627,96.90826046094269,89.81459543262882,99.1505323140921,48.44201316145939,57.5431091224287
19349,6.534652125673153,16.026841448189764,12.720927169761623,43.226656130646646,12.612932964572632,1.3971489080682258,0.80604322721598,2.883348938826467,SIEMENS AG,0.053867822909594944,5,Strong Performers,63.01758476423994,71.3825747817551,84.54621653685183,96.44411521697192,88.4309142077803,96.94624501524507,51.72118139353498,49.127960383744195
100004,6.475870996902852,5.368676591220314,9.114981579998723,39.72850615904001,8.187796283685062,3.276000352751695,0.13994452588265244,1.4842684121989815,ALTANA AG,-0.4294549207168277,5,Strong Performers,50.55586960314316,65.28560702359547,59.37269725253627,93.31716050226238,96.9538382686746,92.65247527813625,46.73374240668102,42.6111852962026
221244,6.405228758169934,13.805697589481372,5.586285521259975,55.715069881349486,10.518093146983068,1.2409048264359428,0.8053323593864135,3.7719138056975896,ADIDAS AG,-0.6670031971329508,5,Strong Performers,68.84598549045661,77.53141244684916,79.83677729513985,96.45496143281146,95.11336620095777,90.558126486103,49.6989421416777,52.690172828833624
326765,6.099229182499186,10.670915984394746,12.560926530429729,42.94146581406788,9.52466127084917,1.247991013566059,0.7393263366119017,2.5306335512940272,SIEMENS HEALTHINEE,-0.6954263309959278,5,Strong Performers,64.65763851628854,70.05787445923374,80.04457358063166,97.46739546111137,98.45661800934732,99.60522303903014,48.27414157847453,49.6213698444733
200759,6.052998605299861,4.9745618993781795,11.952630129440925,36.394932525475085,4.43404020930873,5.056214865708932,1.1982287544752213,2.7020915771622382,BIOTEST AG,0.37201881382980895,5,Strong Performers,25.942407223048953,59.97534443863578,30.90164110281533,90.64243107129329,85.0890534215097,98.30368327280323,53.478325937070736,31.43627488407607
238442,5.523105033596605,8.753796474207485,9.07059440198981,55.91824703902519,7.7683995223914115,2.131519684970158,0.2579995954345821,1.6619508183633516,CARL ZEISS MEDITEC AG,-0.1532711850686681,5,Strong Performers,73.67837763139221,78.95962008591087,90.34695478658541,95.07628690104765,95.55007745564632,93.9240304334159,47.46396483461825,54.770903759843826
102529,5.177639955249784,9.44252269602777,4.477698078984252,56.94385357407866,2.4759666914007754,2.3513525703669496,0.22969416193823686,1.8265367868501912,PAUL HARTMANN AG,-0.7493667234037724,5,Strong Performers,61.152755601782346,69.62618985412917,83.3473955016799,94.65151157113243,79.48803768470427,95.11742660161981,44.69513570804365,47.85149136865202
208821,4.3026823715728,3.038194444444444,12.85828378738131,54.973821989528794,16.750968734285802,1.4631731967326596,1.5070529513888886,3.654152199074074,SARTORIUS AG,-0.4363405997698414,5,Strong Performers,61.072912493365706,70.56883290192677,86.61886318332027,86.32061020813126,76.57891245104844,91.379924051936,52.61721205823096,47.17499259854476
222247,4.13440320453886,-0.3588146417242324,9.774630791826679,81.85508422975441,-1.098701135094548,3.4007087974938144,0.29213360508147984,1.6232439397257303,SOFTWARE GMBH,-0.8619096095947552,5,Strong Performers,35.28228593309238,46.22119484392169,56.717819800278754,95.59106708999641,70.19645036365067,93.64555249865109,46.712271174168244,32.916260051020934
297222,3.8994785010455044,2.0382971286862306,4.822370856252529,57.06840895591767,7.064363126135201,2.0651249898844326,0.5566301522620161,1.9925658188556352,NORMA GROUP SE,-0.7668518742448992,5,Strong Performers,60.959507226717115,63.168250569579996,92.57438385677297,99.67561537104228,93.23914743488534,96.33665011133891,44.753833383216836,46.98501454170708
347562,3.0564201141431777,3.942662743687184,5.408735626600707,76.63256504436347,8.98976647744371,1.1556630782906425,0.5999364210702623,1.9925098209791665,SYNLAB AG,0.8135569851044366,5,Strong Performers,37.301757628118374,47.177991450428514,77.37901023990031,99.6404817551783,99.6957872934929,96.33623627110897,48.2639853760328,34.32034951685088
100080,2.85701398285972,-7.997994233421085,6.795262412564906,63.991760717504185,9.84851735828005,1.1896932854379663,1.1125109690359785,3.474050394885295,BAYER AG,-0.4288697186165794,5,Strong Performers,52.67585871995051,55.93311713517502,78.35099363599066,91.87991498964789,97.35401311971017,92.65120928044858,47.09180879817849,41.444958413980004
329260,1.8539722862387642,-22.596970088464854,17.708688328253867,88.8340911967751,-2.062053923525568,0.581898867320949,2.0679870493401347,5.120624878473378,ENCAVIS AG,0.07629032489807079,5,Strong Performers,26.930057807391677,33.47785476215224,62.69270838125769,78.99085927317164,67.88378688811272,81.65702704207685,51.53012439862311,25.366680002704282
