gvkey,conm,cluster,cluster_name,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend
100312,RHEINMETALL AG,0,Lower-Mid,9.899609592861127,19.85185185185185,14.562608963183262,51.881858270946566,10.132294123679625,1.2136537894426422,0.4619753086419753,3.541728395061728,0.578396508408886
100368,GEA GROUP AG,0,Lower-Mid,9.322556660834046,16.42752611759716,10.371424213625312,39.356570085293065,8.723750393987308,1.0595436337925497,0.0514240542234365,2.488774621464517,0.3449355390204477
100373,HEIDELBERG MATERIALS AG,4,Upper-Mid,7.680347008313294,9.287812041116007,13.512468222187636,63.83767492536047,9.002023403562887,1.2676099025996392,0.3571686990572262,1.9845974589797613,0.29976659766120317
100431,HAPAG-LLOYD AG,4,Upper-Mid,7.509868489548474,11.54993270003583,13.209640117623668,26.59665756234368,11.503364413608343,1.539486177045518,0.2462839767984584,1.6276472126194694,2.5153795524104443
100449,KUKA AG,0,Lower-Mid,2.191040744353568,-4.1265822784810124,2.3470153252598864,26.586110813417648,5.755010181116707,1.2181768781415567,0.0879324894514767,3.373924050632912,-0.4631867169898605
100590,E.ON SE,0,Lower-Mid,7.913003654780399,25.396558488873943,10.783821819739336,27.494340084439823,-1.5884476534296028,0.8691330019681756,1.9113278403676923,6.241858640210751,0.03402854240760465
100609,CONTINENTAL AG,0,Lower-Mid,6.065032732781475,8.138805658142289,5.644653692187617,27.50069236385609,2.507616002416979,1.257971827037634,0.2865305553619957,2.575848372935684,-0.9386322634986553
100676,TUI AG,0,Lower-Mid,5.011856436638398,53.02174822250105,3.7678106641688935,11.748024154735342,5.172376582510694,0.5253407515978185,3.7651610204935175,18.21068590547888,-0.6537878863754826
100736,K&S AG,4,Upper-Mid,-0.4661356711391458,-1.075286125911498,-1.1935068845637953,22.68758041115764,2.343215351345432,3.0222597914905607,0.1100075656359158,1.5056420327414968,-0.0731814294916662
100737,VOLKSWAGEN AG,0,Lower-Mid,5.277727305045781,6.22675458325562,10.288736385589669,41.58185895224484,-0.0157089349958109,1.1298937057395215,0.7518678618056546,3.471891559788035,0.1759738510613116
100746,CECONOMY AG,0,Lower-Mid,2.2989639861864823,14.728682170542635,1.038231886641119,20.53738525978077,2.87407539434988,0.9127545248868778,4.060077519379845,19.64147286821705,-0.3118494264262327
100764,SUEDZUCKER AG,0,Lower-Mid,3.3382476832350463,-2.3845918679302964,3.2700639570868577,29.492469568805447,3.424798844646173,1.8102268635217864,0.457352491592785,2.9030877407520634,0.16065444511932503
100953,RWE AKTIENGESELLSCHAFT,0,Lower-Mid,6.898618447785452,16.276268661447272,28.03418097754293,34.29656538969617,-11.381274768824309,1.2700634632819583,0.4682240324574471,3.120225680687185,0.24802652368191275
101059,AXEL SPRINGER SE,0,Lower-Mid,3.292709625629424,4.681331077270164,7.249124385463192,41.18762250570354,6.950290800424151,0.8742941650981446,0.9883906749388984,3.220295168264712,-0.08820577785865769
101120,AUDI AG,0,Lower-Mid,8.55174479556687,18.499364638434944,8.99019537679811,16.158305303084518,11.28462033922565,1.5675553732567675,0.0,2.1704837613404653,-0.17659246329481898
101148,LECHWERKE AG,1,Mid,1.1171562959243373,21.85386781166759,1.6510357270514544,9.619921363040634,-3.4373457473064315,0.1820945154038072,0.0,3.138184407313838,-0.5832397455941732
101161,GELSENWASSER AG,0,Lower-Mid,1.3448575051725289,11.19709563389701,1.3521674942960675,12.23325728090189,1.1407864716145484,1.002422983731395,0.3052450558899398,2.862902455335817,-0.22518690042393544
101286,LEONI AG,2,High Performers,-3.615183900121541,160.04571948660825,-1.889184022422906,14.456656633348144,-3.143522266133398,0.6402877004374935,-1.154607534719558,,-1.6094285211425592
101390,KSB SE & CO KGAA,0,Lower-Mid,8.480072526936084,10.810068649885585,8.195726898968795,54.18548224034508,4.5022578688414105,1.9715157680569684,0.034324942791762,2.6250800915331807,0.49095135967911474
101768,MCKESSON EUROPE AG,1,Mid,1.3523843123419768,-2.178448206691808,0.745373821175098,8.558835920536682,-0.2970692765552926,1.8219334445517603,0.0642702399101339,2.046898820508706,-0.6210729632826416
101937,DMG MORI AG,4,Upper-Mid,9.317683459113244,12.006314886266532,10.603255679772433,51.98970384003828,6.0304099007731065,1.7026958942168635,0.0276751792704911,1.7923590157963738,0.00159940605292435
101942,HENKEL AG & CO KGAA,4,Upper-Mid,8.55757507017892,9.235229155162894,13.98128416566293,53.63198369313445,11.553784860557768,1.2136648696226209,0.1215718755751886,1.6228142830848518,-0.5473890250484145
102175,PUMA SE,0,Lower-Mid,8.364843290479792,9.95862361636666,6.774259402077757,51.5832690650093,4.897246291339654,1.4995994287505658,0.4832195777487004,2.5252325211302478,0.4544062830161389
102187,PORSCHE AUTOMOBIL HOLDING SE,0,Lower-Mid,-0.0723605891552484,-57.01549504386465,,,,16.126666666666665,0.2121168964338612,1.2202631878774068,0.04346932494735052
102218,DRAEGERWERK AG,0,Lower-Mid,5.306107935030152,8.103963782040841,4.869381289158914,48.85469076324284,3.1864972944750325,1.926212234869931,0.1869055141191414,2.0150701885809204,-0.11521955217883877
102250,HUGO BOSS AG,0,Lower-Mid,9.53941932957754,14.959508665902344,8.37686939228746,70.28088506410788,12.929692950350663,1.5385203104977778,0.7059486801422873,2.650662381602442,-2.0756674726259097
102259,SALZGITTER AG,0,Lower-Mid,0.6067671256437943,-7.929932003422345,0.6342579182356642,31.60202563001289,-5.59645215098335,1.54984851487952,0.1047867789435763,2.3563065700004504,0.24256310963249345
102365,KOENIG & BAUER AG,0,Lower-Mid,-2.656919940957334,-21.21670702179177,-2.966101694915254,26.81261770244821,2.3775894538606406,1.4674361088211048,0.8056900726392252,4.305992736077482,-0.43667841443837235
102529,PAUL HARTMANN AG,0,Lower-Mid,5.177639955249784,9.44252269602777,4.477698078984252,56.94385357407866,2.4759666914007754,2.3513525703669496,0.2296941619382368,1.8265367868501912,-0.7493667234037724
102926,KWS SAAT SE & CO KGAA,4,Upper-Mid,9.463867146995709,8.740386542627023,15.106153541513084,69.20539320588705,7.063045589122931,2.972824669346672,0.2664937487941226,1.6710391494139043,-0.054216859833955224
103176,THYSSENKRUPP AG,0,Lower-Mid,-0.4738690212388777,-15.715329228842744,-0.3966781769926657,13.849490596729549,-0.4908535715304928,1.764934188322646,0.0678284462068245,3.060941250130439,-0.5167523754261213
103200,FUCHS SE,4,Upper-Mid,16.704980842911876,15.919873484449129,12.368794326241137,36.9645390070922,8.709219858156029,2.2155172413793105,0.0274117026884554,1.3758566157090142,-0.8044010982653266
103255,BERTELSMANN SE & CO KGAA,0,Lower-Mid,5.101514369821857,5.793674253621046,8.852959764061513,27.048662313039816,9.353275753107225,1.342844928930213,0.4309784215193615,2.435042861365652,-0.24899129881294219
103269,KRONES AG,0,Lower-Mid,7.90256763440292,14.410060644031915,7.011932035466742,50.19762801544557,6.192033116540652,1.336646709239354,0.0492010744619624,2.47148575276343,-0.23560343091336272
103487,SAP SE,4,Upper-Mid,10.984592968349478,6.875000000000001,23.82373595505618,76.9311797752809,12.941830524344567,1.1217044918496777,0.1478873239436619,1.631205985915493,-0.34827578780375784
103533,SIXT SE,4,Upper-Mid,7.851335805146843,11.458533968350013,12.85087197651675,77.84760375116312,24.734619101827708,3.2842451500975245,1.2955293898785056,3.077364236058587,0.2719912995096294
104357,KABEL DEUTSCHLAND HOLDING AG,0,Lower-Mid,20.669590702413878,-101.7000007610524,32.62127879492617,80.51053755595584,32.29489196440107,0.1303265067689044,-4.926463313469866,,0.48104554114919373
104364,TELE COLUMBUS AG,3,Low Performers,-3.619673127323022,-304.8581565296055,-17.10281505620204,41.78591481069656,8.068873647242745,0.6217871931228006,23.839936675760104,30.33219783171017,-0.8304749008107997
132740,INFINEON TECHNOLOGIES AG,4,Upper-Mid,10.346031635182792,10.337417968523145,19.81277164827817,54.79772651287195,2.3269809428284853,1.9030314807617568,0.2668563795806957,1.663220860677159,0.2870969951901391
200759,BIOTEST AG,4,Upper-Mid,6.052998605299861,4.97456189937818,11.952630129440925,36.394932525475085,4.43404020930873,5.056214865708932,1.1982287544752213,2.7020915771622382,0.37201881382980895
202305,FRESENIUS SE & CO KGAA,0,Lower-Mid,4.09873708381171,5.332105209292806,8.17569733889067,29.835570008702422,6.980259240599093,1.2705072705072704,0.552911677412752,2.228533415208269,-0.6014501900591713
202807,JUNGHEINRICH AG,0,Lower-Mid,5.914235532436634,11.86195307478301,7.81893675754152,35.10312907325157,8.151733234617065,1.4295946527914067,0.885107429210336,2.9258934237216896,-0.0283494976930753
203162,HORNBACH HOLDING AG & CO,0,Lower-Mid,5.816661765123392,7.194612900685201,4.328910906132253,38.39518102370826,2.4596495251846413,1.5033992575605923,0.665582625612554,2.359793038339152,0.009996170332922735
203586,VTG AG,0,Lower-Mid,3.759851845471381,3.344021988089785,14.331445456784042,51.826315357465326,19.61749979479602,0.7558077673346338,4.339746526187204,7.090853565429837,-0.05649834329290619
204820,FIELMANN GROUP AG,0,Lower-Mid,10.599350681969668,16.917223407934994,11.090111990728388,79.87793028272404,14.591876034620135,0.6443911403378236,0.5195994799422998,2.634707289594064,-2.24750460233874
205865,PROSIEBENSAT.1 MEDIA SE,0,Lower-Mid,8.095577746077034,3.8694992412746574,11.58754466564574,42.700357325165896,25.370086778968865,0.8961424332344213,1.507587253414264,4.254931714719271,-1.1919391867484306
205934,FREENET AG,0,Lower-Mid,11.354129263913824,19.983883964544724,15.16424889102026,30.61067817607801,13.067977460736122,0.7117007394519357,0.284716626376578,2.244157937147462,-0.21041472686603352
206703,SGL CARBON SE,0,Lower-Mid,5.4005535193357765,-14.47107586952604,7.034294621979735,28.11769290724865,2.240841777084957,2.769831483764899,0.4375563164534151,2.409262930257704,0.6382247124150813
207096,RHOEN-KLINIKUM AG,4,Upper-Mid,2.53969741677938,3.345165248122969,2.954903394858046,-3.916661809617467,3.5848156734157715,2.233180932338404,0.0887378176290386,1.4325472826464392,-0.06951198967793151
208821,SARTORIUS AG,0,Lower-Mid,4.3026823715728,3.038194444444444,12.85828378738131,54.9738219895288,16.750968734285802,1.4631731967326596,1.5070529513888886,3.654152199074074,-0.4363405997698414
209440,VOSSLOH AG,0,Lower-Mid,6.439495572846794,9.530367717945188,7.936507936507938,31.70469576719576,6.671626984126985,1.29873417721519,0.2348161410274067,2.0531607216636827,0.6731608866907794
210326,BLG-BREMER LAGERHAUS-GESELLS,3,Low Performers,2.4404136246129373,15.108517694471264,2.815025264937772,21.04018796327245,10.656495153457463,1.3779065559841213,26.279333361319843,59.10918937072331,0.39019727367443435
210332,CLAAS KG,0,Lower-Mid,7.212355069788052,11.182831758256487,7.19166082866243,24.42342829620122,5.643944373774746,2.161501799220204,0.3172295164430767,2.2046008672250257,0.19343191760602074
210334,COMPUGROUP MEDICAL SE & CO,0,Lower-Mid,4.981314221235958,5.3402149050645615,8.257998787225555,33.8554673103311,8.777602636730197,1.1912488792418996,1.2755381115394944,3.033837824155675,-0.44867869769793456
210340,DILLINGER HUTTENWERKE,4,Upper-Mid,6.1144775894864365,9.119466047446236,8.777417407335033,30.157628916952024,-2.1602116932266826,2.426546687744045,0.0396290305434368,1.7111672291205915,0.6106776189746222
210359,EWE-ENERGIEVERSORGUNG WESER,0,Lower-Mid,10.186036301773932,22.955031030623665,16.764324019192774,40.317245272368055,-1.3355913068021446,1.2224958949096882,0.669371248346729,3.7078543086784,0.13089763562477955
212782,FRESENIUS MEDICAL CARE AG,0,Lower-Mid,4.5860318383949705,3.6902594939561535,7.961218683848791,32.26893548164713,8.723592979259468,1.3997632533930735,0.6696120340576855,2.3027773419563995,-0.5856538257175629
213034,GRAMMER AG,0,Lower-Mid,2.3398745258243365,-19.005068071151744,2.069648810679144,13.756376425995995,-1.8992291829172403,1.1566742521783393,2.34069363013018,6.756601411110007,-0.5374664283495462
213037,INDUS HOLDING AG,0,Lower-Mid,6.840769104325867,7.69974037442853,7.161953876463089,55.52335148916444,5.9882952833468535,1.6556608541009448,0.7756941149147795,2.5902761550184,-0.21267294207758364
214700,STADA ARZNEIMITTEL AG,0,Lower-Mid,11.412562801021007,31.478027629657078,16.00324297433654,52.5675644197092,11.938199276381898,0.8612749327902864,1.1019469817233194,4.814072023892145,0.23134769552036963
214759,HEIDELBERGER DRUCKMASCHINEN,0,Lower-Mid,3.265869365225391,0.9157509157509158,3.068280034572169,54.451166810717375,1.08038029386344,1.3329425556858148,0.0787545787545787,3.9816849816849818,-0.11931265478385035
216524,ENBW ENERGIE BADEN,0,Lower-Mid,9.439976850447357,12.153934857176363,17.36798266579271,25.74255725354713,-8.19567961484628,1.538516073129337,1.8104740591621145,6.281474459830546,0.5360248860854715
218000,JENOPTIK AG,4,Upper-Mid,8.452944783618936,9.475840251911569,13.181906582528743,39.989800920785065,7.518011950309512,2.257210994682095,0.4830585513210467,1.8118733319657576,-0.017698382597963393
220295,ELRINGKLINGER AG,0,Lower-Mid,0.6613982923919302,-21.64513652158484,0.6453201533328601,28.128549371761192,3.3111756406616037,1.4134184476268248,0.5035133365470221,2.7624686155020184,-0.7067721228011384
220301,MERCK KGAA,4,Upper-Mid,7.923672115888068,9.2838994383525,19.313669880884856,67.73492153526186,13.632066553223671,1.190897821852311,0.2339194971917625,1.7239569403583843,0.27865173207563754
220303,AURUBIS AG,1,Mid,6.086322708785568,9.135129201519243,2.779140699777534,9.742126363558114,-1.7994081565774973,2.147183915569788,0.0516819249599332,1.7225914948736527,0.28593275530539225
220307,PFALZWERKE AG,0,Lower-Mid,1.609573263036106,9.483700384731083,1.5599287599520366,15.704983837819777,-4.729640884580714,1.665228664922948,0.6773694737786503,4.570526115799306,-0.07745550362245221
221244,ADIDAS AG,0,Lower-Mid,6.405228758169934,13.805697589481372,5.586285521259975,55.715069881349486,10.518093146983068,1.2409048264359428,0.8053323593864135,3.7719138056975896,-0.6670031971329508
221614,DEUTSCHE BAHN AG,0,Lower-Mid,-0.5625879043600562,-10.44052348679598,-1.8013204594893717,3.350761363202687,-50.78426134412091,0.901539934572728,1.9473007712082264,4.901729376022435,-0.3868000890886321
221616,DEUTSCHE TELEKOM,0,Lower-Mid,8.001403582414556,17.708859959555106,20.607785670245025,42.77895554786016,24.22020828230445,1.0562503552953215,2.1227407735085944,4.817587209302325,0.19979660843098365
222247,SOFTWARE GMBH,4,Upper-Mid,4.13440320453886,-0.3588146417242324,9.77463079182668,81.85508422975441,-1.098701135094548,3.4007087974938144,0.2921336050814798,1.6232439397257303,-0.8619096095947552
222340,DUERR AG,0,Lower-Mid,3.0422778517086395,5.068676090351879,3.5296727800181595,24.405421101596477,6.265136557618198,1.3023979142368434,0.9942512895223844,4.083795166095733,-0.5956246158064402
223089,HORNBACH-BAUMARKT AG,0,Lower-Mid,5.009903103655216,6.905259376777323,3.764985442126982,40.50557139651597,3.279557681467171,1.5049629393530888,0.9277199389349536,2.630632502170204,-0.08952500746245376
225236,UNITED INTERNET AG,0,Lower-Mid,5.368135231849235,-0.9952006244396074,10.123339715407322,41.77832662841635,2.836431098722648,1.0572405568121908,0.7105895177555144,2.496359004251401,-0.9241277544835859
231016,MORPHOSYS AG,0,Lower-Mid,-11.906958013848811,-386.8254194784808,-101.2565154987032,79.93142463844754,-124.30270524345512,3.0798002345730398,5.154396623784379,41.31197374054517,-0.9455334954508356
232623,EVOTEC SE,0,Lower-Mid,-4.126479344858201,-20.58507650717829,-9.90241754050042,27.100369275013897,-12.453213244714023,1.97908788832944,0.4123177869347261,2.0078234167082227,-0.39850016268828614
233025,CANCOM SE,0,Lower-Mid,3.0806115022005893,5.828069087348736,2.492305887548649,39.18476910762097,9.81028089835951,1.2429958172204243,0.2477360548294593,2.451046867759121,-0.6418355590449585
234919,CTS EVENTIM AG & CO KGAA,0,Lower-Mid,10.285252060344996,31.04969341462203,14.894720782288836,29.148085206077525,12.965382138084774,0.963440304797599,0.0941840797618595,3.960516360470789,-0.6272602618112316
238136,BECHTLE AG,0,Lower-Mid,8.330651905813248,12.843574968897892,5.57152331470804,20.278072657991213,7.445333331641758,1.64043992916163,0.297555358613322,2.2063301814437866,-0.17461064268961443
238442,CARL ZEISS MEDITEC AG,4,Upper-Mid,5.523105033596605,8.753796474207485,9.07059440198981,55.91824703902519,7.7683995223914115,2.131519684970158,0.2579995954345821,1.6619508183633516,-0.15327118506866808
241456,DEUTSCHE POST AG,0,Lower-Mid,7.616457960644007,14.004118858487791,6.321716199843204,15.742522509680946,6.872876725346257,0.951631949364697,0.7886353129071576,2.936788130962888,0.36101905440355425
241840,SCHULER AG,0,Lower-Mid,-11.29224991464664,-33.54995938261576,-11.643052010912612,51.50928451993312,7.515620874768988,1.5329082682023858,0.1714053614947197,3.172488491741132,-3.182648742413301
242158,WIRECARD AG,0,Lower-Mid,8.310987378093564,18.0683413949134,23.606461941493237,46.51433561344783,35.22534323000048,1.6778509146862712,0.7156082592188069,3.0451448483902843,0.4743069988058551
244394,MVV ENERGIE AG,0,Lower-Mid,4.731161033700287,8.400305695997723,5.857605422183909,19.73142168527728,1.3499340241851587,1.2004183041835663,0.6717545619160621,3.61511496877632,0.15791899676886145
244398,TAKKT AG,0,Lower-Mid,2.3869309973741046,-7.609128373745788,2.0902236373212872,39.27750862424849,7.783129214256228,1.341711204453602,0.1407131219451058,1.7006646122542262,-0.9862524734668952
245628,NORDEX SE,0,Lower-Mid,3.171732239418236,0.8919378348804626,2.447037708124253,19.99916424904008,3.638434953571294,0.998215707867124,0.4249413517562171,5.68428671218551,-1.1913708350315675
245839,FRAPORT AG,0,Lower-Mid,3.511613209037763,9.33189744439382,15.842113469805982,31.973804379301896,-1.5815383244603836,1.605830574174271,2.3005633102762704,4.194342045313341,-0.459797914591212
248166,MAINOVA AG,0,Lower-Mid,3.571736141172149,13.842840833217496,4.827384728518385,18.681391528759185,-1.1052125672643396,1.0428113496444396,0.4089301299595058,2.397348853425822,-0.04137965271643722
269104,BAUER AG,0,Lower-Mid,3.4268730614848595,1.8419912455812864,2.8213285711351723,43.23621487398007,0.6193172204906234,1.1904406521258022,0.4359291548058195,3.408704208356785,0.09769851549425762
269835,BRENNTAG SE,0,Lower-Mid,7.572848817278026,11.344066685002224,5.441757916907879,24.797689285230398,3.4759259487356355,1.4630843539761946,0.5427888378784352,2.468529841115366,0.04321228504749988
270249,DIEBOLD NIXDORF AG,0,Lower-Mid,9.291172013327335,10.397369949505476,6.343323696603866,24.430525958749023,1.9637926766967548,0.949274655097486,0.0129974071881747,4.553224896551532,0.26288981204928535
271763,LANXESS AG,0,Lower-Mid,0.2368448151580681,-3.8595726122982983,0.3612943763744894,29.186302230600063,2.9531888155827835,1.945290468133108,0.5294374182293938,2.117531617967728,-0.5666661696352858
273099,MTU AERO ENGINES AG,0,Lower-Mid,6.664530599166933,18.822479928635147,11.226555120766427,21.56254216704898,3.440831196869518,1.2430153744420565,0.6280107047279215,3.712161760333036,-0.6185207558829569
276585,WACKER CHEMIE AG,0,Lower-Mid,2.60895439909032,5.161483765955624,4.29060785067636,25.50595966304311,-5.963158446642666,2.663054898870502,0.3695493874753705,2.0153131157371718,0.393397187432335
278310,KLOCKNER & CO SE,1,Mid,-1.1883667087728502,-8.568437624544638,-0.6339230477762031,16.777406809482173,0.0671421956508202,2.294225502648623,0.415876826338605,2.064417476832874,0.23953398480837254
281772,SYMRISE AG,4,Upper-Mid,8.517548002884906,12.012117010534563,14.185438749484096,45.20224314711195,13.353791417567583,1.6134851163824715,0.4141274697451509,2.091015226641348,-0.09070944735327927
284636,WACKER NEUSON SE,0,Lower-Mid,4.448284175841839,4.681248332888771,4.953241755783257,26.74392590272496,10.89086760034006,1.8045112781954888,0.1980528140837557,1.6595092024539877,-0.05769676592304125
284944,GERRESHEIMER GROUP,0,Lower-Mid,5.698021928171116,7.2587164800385295,10.66096960415108,39.408557283917744,-6.361501505720067,1.0068980003105013,0.6060532085352768,2.520018365108412,-0.21083019389821547
285715,SAF HOLLAND SE,0,Lower-Mid,9.712542256446024,14.776402534658612,8.859265526999643,26.67567871428594,8.106953148186728,1.6751441630336863,1.0543457703791863,3.270276982327309,0.027706179173058555
287162,HAMBURGER HAFEN UND LOGISTIK,0,Lower-Mid,4.093116364700484,4.2714264137066005,8.361242084572226,24.988554509150173,-3.0336149089959075,1.2600929603390996,1.8437754880907824,4.313162197836837,-0.4358522678163125
289333,SMA SOLAR TECHNOLOGY AG,0,Lower-Mid,-6.361948215252014,-21.276811080829034,-6.408631639628523,19.05641768393313,-10.434385904827389,1.5191172917086673,0.0742035292671818,2.78543544737546,0.5545861986652603
295079,STROEER SE & CO KGAA,0,Lower-Mid,9.636367415804298,28.098174006444683,13.589086792769931,57.973188928695485,17.53712183799328,0.4966513857321131,3.085258861439313,6.200708915145005,0.35148593194559535
295421,EVONIK INDUSTRIES AG,0,Lower-Mid,4.222784810126582,2.46119733924612,5.502408128257571,32.62518968133536,5.7597149831760905,1.3569844789356984,0.3263858093126386,2.1895787139689578,-0.433108757428122
297185,KION GROUP AG,0,Lower-Mid,4.099886202899167,5.821242769896921,6.702482787398288,36.54809096599208,6.152201126643019,1.0106711190156437,0.8779364720328303,3.0383235854848616,-0.19468305256867796
297222,NORMA GROUP SE,0,Lower-Mid,3.899478501045504,2.0382971286862306,4.822370856252529,57.06840895591767,7.064363126135201,2.0651249898844326,0.5566301522620161,1.9925658188556352,-0.7668518742448992
313972,TELEFONICA DEUTSCHLAND,0,Lower-Mid,3.434206052363141,6.275681733283527,5.9467734338200655,61.269430051813465,15.99152143193594,0.5456945572705117,0.5369816959282779,2.746544639521853,0.4534819410585637
315541,OSRAM LICHT AG,0,Lower-Mid,-0.0326834646655272,0.0,-12.805221109485764,4.928547316304721,1900.9845842241475,0.803135409345109,0.2486430012204819,1.6490396933687148,-1.0006406952328004
315582,STABILUS SE,0,Lower-Mid,6.620639200204304,10.79879175649246,9.68760863938692,32.34884671872678,10.982858140507195,1.9672676484652087,1.2168544737477862,2.9404203000912488,0.026571218762340715
317079,SCOUT24 SE,4,Upper-Mid,12.293744779837615,11.31745623931815,43.27239562634384,75.7247816738508,43.500996946321145,0.4542740768734515,0.0291789077423174,1.4469321444130427,0.8312858632112388
318434,ZALANDO SE,0,Lower-Mid,4.908628615087864,9.421078302630097,3.706786474343816,43.35682194372192,5.046110191534642,1.3662473058994538,0.4437023974787077,2.9954976925674406,-0.14912703229037416
318452,ROCKET INTERNET SE,1,Mid,18.61719889628992,21.637677609015192,93.2072151341839,-115.9700835899692,14.864980202375714,1.4528447281432737,0.0282949534541891,1.161583374162992,3.64569749407532
318659,HELLA GMBH & CO. KGAA,0,Lower-Mid,3.84553759551872,11.03301743828173,3.5860119489701416,27.969871368628624,4.964490045349462,1.4840927773507606,0.3252028633652353,2.3381917429845367,-0.633549608953168
319665,ALLANE SE,0,Lower-Mid,-0.1017995789553028,-20.156592997013117,-0.3317322967088418,-227.66073330859248,22.552523167863217,1.4528447281432737,8.513302179243974,12.549396710827333,-0.5019966193768127
319865,SILTRONIC AG,0,Lower-Mid,2.3935960978679884,3.134484302701627,8.61409966024915,36.37457531143828,-25.15571913929785,2.1009994739610733,0.716851584655953,2.529678093437484,0.16368925996573347
320124,SCHAEFFLER AG,0,Lower-Mid,3.603182030884417,-16.570529627687467,4.2335605893996044,26.98482515944579,2.7215746646140317,1.2773361136452497,1.4452018877818562,5.6030414263240695,-1.0002891525808892
320448,COVESTRO AG,0,Lower-Mid,0.4988628860685203,-3.9951937518774407,0.4795824811340715,22.103110233443825,0.6276888356019465,1.6124161073825505,0.3660258335836587,2.0473115049564434,-0.9886377981013741
321632,UNIPER SE,1,Mid,5.908181558367326,2.860720477749952,3.260168312999097,7.70024802511792,1.4107324626170237,1.4368503571221185,0.102485070314005,3.7072818339433633,-2.762015132827845
322597,INNOGY SE,0,Lower-Mid,-6.171591284252228,-1.185025585779693,-8.919039809154615,18.68197405695542,-0.8409124794990308,1.1603321990887594,2.057231349313224,6.526259089684891,-1.8923674878347554
324859,DELIVERY HERO SE,0,Lower-Mid,-2.129561044732859,-34.03927014620221,-2.151333501427444,30.29760791235248,4.060286139556068,1.39210223162858,2.0829379315665624,4.79126644292713,0.8593399137390071
324977,METRO AG,1,Mid,1.2951601908657124,-7.194244604316546,0.4898643204743949,18.714750717071126,2.2591768990299395,0.6992920898738073,1.7182254196642686,7.035971223021583,-0.3112482730414712
325735,HELLOFRESH SE,1,Mid,0.0987579291221939,-15.296624425255132,0.0339367992377272,66.04884288567216,1.6589873781212066,0.9091281630980432,0.7545138499495345,2.95245037568689,8.347219078789843
326410,1&1 AG,4,Upper-Mid,7.265469818044684,3.491385746894061,14.53373731070942,36.96912151651939,0.503462628073934,2.5241624187605054,0.0644474784089846,1.3341176605726643,-0.8882759190176523
326577,DERMAPHARM HOLDING,0,Lower-Mid,10.676537089324666,18.82575419160785,18.58815592442331,61.8698978075796,13.65531465037034,1.8154504993652785,1.4719467524345573,3.4413356893031684,-1.0308591948829207
